code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
PSW,STOCK,HNX,VN000000PSW8,listed,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ,South-West Petrovietnam Fertilizer and Chemicals Joint Stock COmpany,Phân bón H.chất D.khí Tây Nam Bộ,PSW,2015-07-21,4078,1800722461,,
HDG121001,BOND,HNX,VNHDG1210012,delisted,Công ty Cổ phần Tập đoàn Hà Đô,Ha Do Joint Stock Company,Tập đoàn Hà Đô,HA DO Construction,2021-06-08,2693,0100283802,2023-01-06,
L40,STOCK,HNX,VN000000L409,listed,Công ty Cổ phần Đầu tư và Xây dựng 40 ,40 Investment And Construction Joint Stock Company,,ICCO 40,2021-01-27,3097,5703000009,,
GIC,STOCK,HNX,VN000000GIC0,listed,Công ty Cổ phần Đầu tư dịch vụ và Phát triển Xanh,GREEN DEVELOPMENT AND INVESTMENT SERVICE JOINT STOCK COMPANY,Đầu tư dịch vụ và Phát triển Xanh,Green Develop Investment,2020-11-06,8517,0201768923,,
SD6,STOCK,HNX,VN000000SD66,listed,Công ty Cổ phần Sông Đà 6,Songda 6 Joint Stock Company,CTCP Sông Đà 6,Song Da 6 JSC,2006-12-25,1274,4400135552,,
VBA123036,BOND,HNX,VNVBA1230364,listed,Ngân hàng Nông nghiệp và Phát triển nông thôn ,VIETNAM BANK FOR AGRICULTURE AND DEVELOPMENT,,,2024-05-29,2144,5400104411-007,,
GMX,STOCK,HNX,VN000000GMX8,listed,Công ty Cổ phần Gạch Ngói Gốm Xây dựng Mỹ Xuân,My Xuan Brick Tile Pottery and Construction Ioint Stock Company,Gạch XD Mỹ Xuân,My Xuan Brick Tile,2011-09-15,3217,3500640966,,
VE4,STOCK,HNX,VN000000VE45,listed,Công ty Cổ phần xây dựng điện VNECO 4 ,VNECO4 Electricity Construction Joint Stock Company,XD Điện VNECO 4,VNECO4,2012-10-16,3554,2900574674,,
VFS,STOCK,HNX,VN000000VFS1,listed,Công ty cổ phần chứng khoán Nhất Việt,Viet First Securities Corporation,CK Nhất Việt,Viet First Securities,2023-07-24,3613,0306081775,,
VTV,STOCK,HNX,VN000000VTV6,listed,CÔNG TY CỔ PHẦN NĂNG LƯỢNG VÀ MÔI TRƯỜNG VICEM,VICEM ENERGY AND ENVIRONMENT JOINT STOCK COMPANY,N.lượng & M.trg VICEM,VICEM Energy And Environment,2006-12-18,1230,0100106352,,
CII120018,BOND,HNX,VNCII1200183,delisted,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh ,Ho Chi Minh City Infrastructure Investment Joint Stock Company,H.tầng KT HCM,Ho Chi Minh Infrastructure,2021-06-08,198,0302483177,2024-06-13,
CII424002,BOND,HNX,VNCII4240020,listed,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh ,Ho Chi Minh City Infrastructure Investment Joint Stock Company,H.tầng KT HCM,Ho Chi Minh Infrastructure,2024-04-11,198,0302483177,,
CTG121031,BOND,HNX,VNCTG1210316,listed,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,Vietnam Joint Stock Commercial Bank For Industrial And Trade,Vietinbank,VietinBank,2022-01-10,445,0100111948,,
NBW,STOCK,HNX,VN000000NBW9,listed,Công ty Cổ phần Cấp nước Nhà Bè,Nha Be Water Supply Joint Stock Company,Cấp nc Nhà Bè,Nha Be Water Supply,2017-11-14,692,0304789298,,
S99,STOCK,HNX,VN000000S990,listed,Công ty Cổ phần SCI,SCI Joint Stock Company,CTCP SCI,Song Da 99,2006-12-22,1271,0101405355,,
NVB,STOCK,HNX,VN000000NVB1,listed,Ngân hàng Thương mại Cổ phần Quốc Dân ,National Citizen Commercial Joint Stock Bank,Ngân hàng Quốc Dân,National Citizen Bank,2010-09-13,2293,1700169765,,HNX30
VHL,STOCK,HNX,VN000000VHL2,listed,Công ty Cổ phần Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company,Viglacera Hạ Long,Viglacera Ha Long,2009-02-12,2409,5700101147,,
SHS,STOCK,HNX,VN000000SHS3,listed,Công ty Cổ phần Chứng khoán Sài Gòn Hà Nội ,Sai Gon - Ha Noi Securities Joint Stock Company,Chứng khoán SG HN,Sai Gon - Ha Noi Securities,2009-06-25,2484,0102524651,,HNX30
CTP,STOCK,HNX,VN000000CTP8,listed,CÔNG TY CỔ PHẦN MINH KHANG CAPITAL TRADING PUBLIC,MINH KHANG CAPITAL TRADING PUBLIC JOINT STOCK COMPANY,CTCP Minh Khang,Minh Khang Capital Trading Public,2016-07-28,4792,3200474316,,
MSN121013,BOND,HNX,VNMSN1210131,listed,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-14,2565,0303576603,,
MSN12005,BOND,HNX,VN0MSN120057,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-31,2565,0303576603,2023-05-19,
MSN120010,BOND,HNX,VNMSN1200108,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-24,2565,0303576603,2023-10-20,
PPY,STOCK,HNX,VN000000PPY0,listed,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,PETROLVIETNAM OIL PHU YEN JOINT STOCK COMPANY,Dầu khí Phú Yên,Petrovietnam Oil Phu Yen,2016-03-02,4540,4400114094,,
GBS,STOCK,HNX,,delisted,Công ty Cổ phần Chứng khoán Golden Bridge Việt Nam ,Golden Bridge Viet Nam Securities Joint Stock Company,,,2010-10-11,3022,0102363891,2013-10-22,
CMS,STOCK,HNX,VN000000CMS7,listed,Công ty cổ phần Tập đoàn CMH Việt Nam,CMH Vietnam Group Joint Stock Company,CTCP CMVIETNAM,CMH Group,2010-11-29,3058,0102307343,,
PCG,STOCK,HNX,VN000000PCG5,listed,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,PetroVietNam Gas City Investment And Development Joint Stock Company,ĐTPT Gas Đô thị,PV Gas City,2010-12-29,3078,0102349865,,
VGP,STOCK,HNX,VN000000VGP5,listed,Công ty Cổ phần Cảng rau quả,The Vegetexco Port Joint Stock Company,Cảng rau quả,Vegetexco Port,2009-06-12,1285,0302336158,,
KLS,STOCK,HNX,VN000000KLS2,delisted,Công ty Cổ phần Chứng khoán Kim Long,Kim Long Securities Corporation,,,2008-01-28,2145,0102006610,2016-07-20,
VC7,STOCK,HNX,VN000000VC70,listed,CÔNG TY CỔ PHẦN TẬP ĐOÀN BGI,BGI GROUP JOINT STOCK COMPANY,Công ty Cổ phần BGI,BGI Group,2007-12-28,2199,0100105743,,
QHB0810020,BOND,HNX,,listed,Trái phiếu QHB0810020,,,,2008-04-03,2330,,,
VNT,STOCK,HNX,VN000000VNT3,listed,Công ty Cổ phần Giao nhận Vận tải Ngoại thương,The Van cargoes and Foreign trade logistics Joint Stock Company,Vận Tải Ngoại Thương,Vinatrans Hanoi,2009-08-14,2508,0101352858,,
VNT421032,BOND,HNX,VNVNT4210327,delisted,Công ty Cổ phần Giao nhận Vận tải Ngoại thương,The Van cargoes and Foreign trade logistics Joint Stock Company,Vận Tải Ngoại Thương,Vinatrans Hanoi,2022-08-01,2508,0101352858,2023-01-19,
LIG,STOCK,HNX,VN000000LIG1,listed,Công ty Cổ phần Licogi 13,Licogi 13 Joint Stock Company,CTCP Licogi 13,Licogi 13,2010-04-22,2767,0100106426,,
VCV,STOCK,HNX,,delisted,Công ty Cổ phần Vận tải Vinaconex,Vinaconex Trasportation Joint Stock Company,,,2010-08-05,2901,0102647188,2014-05-19,
PSC,STOCK,HNX,VN000000PSC0,listed,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn ,Sai Gon Petrolimex Transportation and Service Joint Stock Company,V.tải Petro SG,Sai Gon Petrolimex,2006-12-29,1338,0302160137,,
BTW,STOCK,HNX,VN000000BTW6,listed,Công ty Cổ phần Cấp nước Bến Thành,Ben Thanh Water Supply Joint Stock Company,Cấp nước Bến Thành,Ben Thanh Water Supply,2017-11-14,1523,0304789925,,
SEB,STOCK,HNX,VN000000SEB6,listed,Công ty Cổ phần Đầu tư và Phát triển điện miền Trung,Mien Trung Power Investment and Development Joint - Stock Company,Đ.tư điện M.Trung,Central Area Electricity,2009-01-14,2439,4200519791,,
PCT,STOCK,HNX,VN000000PCT8,listed,Công ty cổ phần vận tải biển Global Pacific,Global Pacific Shipping Joint Stock Company,VTB GLOBAL,GPS JSC,2011-09-12,2897,0305020272,,
DIH,STOCK,HNX,VN000000DIH6,listed,Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An,Development investment Construction Hoi An Joint Stock Company,Xây dựng Hội An,DIC Hoi An,2011-04-27,3172,4000391600,,
BVB121034,BOND,HNX,VNBVB1210349,delisted,Ngân hàng TMCP Bản Việt,Viet Capital Commercial Joint Stock Bank,Ngân hàng Bản Việt,Viet Capital Bank,2023-01-12,3592,0301378892,2023-03-15,
BVB122028,BOND,HNX,VNBVB1220280,delisted,Ngân hàng TMCP Bản Việt,Viet Capital Commercial Joint Stock Bank,Ngân hàng Bản Việt,Viet Capital Bank,2023-01-12,3592,0301378892,2024-01-30,
BCG122006,BOND,HNX,VNBCG1220065,listed,Công ty Cổ phần Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,Bamboo Capital,Bamboo Capital,2022-06-17,3668,0311315789,,
HLD,STOCK,HNX,VN000000HLD0,listed,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,HUDLAND Real Estate Investment and Development Joint Stock Company,BĐS HUDLAND,HUDLAND Real Estate,2013-03-26,3674,0102340326,,HNX30
PVB,STOCK,HNX,VN000000PVB6,listed,Công ty Cổ phần Bọc Ống Dầu khí Việt Nam ,PetroVietnam Coating Joint Stock Company,Bọc Ống D.khí VN,PetroVN Coating,2013-12-24,3827,0600393680,,
DTK,STOCK,HNX,VN000000 DTK,listed,Tổng công ty Điện lực TKV - CTCP,Vinacomin – Power Holding Corporation,TCT Điện lực TKV,Vinacomin Power,2020-12-25,4878,0104297034,,
GKM,STOCK,HNX,VN000000GKM5,listed,Công ty Cổ phần GKM Holdings,GKM Holdings Joint Stock Company,GKM Holdings,GKM Holdings,2017-07-17,5330,0700501750,,
TOT,STOCK,HNX,VN000000TOT5,listed,Công ty cổ phần Transimex Logistics,TRANSIMEX LOGISTICS CORPORATION,TMS Logistics,Transimes Transportation,2022-01-20,5429,0307821849,,
GMA,STOCK,HNX,VN000000GMA6,listed,Công ty Cổ phần G-AUTOMOBILE,G-AUTOMOBILE Joint Stock Company,G-AUTOMOBILE Việt Nam,G-AUTOMOBILE Viet Nam,2020-12-01,10808,0105558271,,
DVG,STOCK,HNX,VN000000DVG1,listed,CTCP TẬP ĐOÀN SƠN ĐẠI VIỆT,DAI VIET PAINT GROUP JOINT STOCK COMPANY,Sơn Đại Việt,Dai Viet Paint Group,2021-01-14,10952,0500478210,,
SCG,STOCK,HNX,VN000000SCG9,listed,Công ty Cổ phần Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,XÂY DỰNG SCG,Sa Giang Import Export,2021-10-25,10986,0108704763,,
VC1,STOCK,HNX,VN000000VC13,listed,Công ty Cổ phần Xây dựng số 1 ,Construction Joint Stock Company No 1,CTCP xây dựng số 1,Viet Nam Construction No.1,2009-05-14,1253,0100105479,,
PJC,STOCK,HNX,VN000000PJC9,listed,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company.,V.tải Petro HN,Petrolimex Hanoi Transportation,2006-12-25,1265,0100919284,,
MSN121015,BOND,HNX,VNMSN1210156,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-14,2565,0303576603,2023-12-26,
MSN11906,BOND,HNX,VN0MSN119067,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-31,2565,0303576603,2022-09-14,
MSN121014,BOND,HNX,VNMSN1210149,listed,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-14,2565,0303576603,,
MSN120012,BOND,HNX,VNMSN1200124,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-14,2565,0303576603,2023-11-29,
MSN120011,BOND,HNX,VNMSN1200116,delisted,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2021-12-14,2565,0303576603,2023-11-29,
SAF,STOCK,HNX,VN000000SAF5,listed,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Safoco Foodstuff Joint Stock Company,Th.phẩm SAFOCO,Safoco Foodstuff,2009-06-08,1319,0303752249,,
VSM,STOCK,HNX,VN000000VSM7,listed,Công ty Cổ phần Container Miền Trung,Central Container Joint stock company,Container M.Trung,Central Container,2017-07-17,5199,0400424349,,
MSN123008,BOND,HNX,VNMSN1230089,listed,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2023-05-25,2565,0303576603,,
MSN123010,BOND,HNX,VNMSN1230105,listed,Công ty Cổ phần Tập đoàn Masan,Masan Group Corporation,MASAN Group,Masan Group,2023-07-27,2565,0303576603,,
BXH,STOCK,HNX,VN000000BXH9,listed,Công ty Cổ phần Vicem Bao bì Hải Phòng,Hai Phong Cement Packing Joint Stock Company,Bao bì Hải Phòng,Haiphong cement packing,2009-11-25,2577,0200600741,,
NBC,STOCK,HNX,VN000000NBC1,listed,Công ty Cổ phần Than Núi Béo - Vinacomin ,Vinacomin - Nui Beo Coal Joint Stock Company,Than Núi Béo,Vinacomin - Nui Beo Coal,2006-12-27,1335,5700101700,,
MEL,STOCK,HNX,VN000000MEL8,listed,Công ty Cổ phần Thép Mê Lin,Me Lin Steel Joint Stock Company,Thép Mê Lin,Me Lin Steel,2017-09-27,5499,2500222727,,
VND122013,BOND,HNX,VNVND1220133,delisted,Công ty Cổ phần Chứng khoán VNDIRECT,VNDIRECT Securities Corporation,VNDIRECT,VNDIRECT,2022-06-29,2094,0102065366,2024-02-26,
VND122012,BOND,HNX,VNVND1220125,delisted,Công ty Cổ phần Chứng khoán VNDIRECT,VNDIRECT Securities Corporation,VNDIRECT,VNDIRECT,2022-06-29,2094,0102065366,2023-02-24,
HPR,STOCK,HNX,,delisted,Công ty Cổ phần Đầu tư Xây dựng Hồng Phát,Hong Phat Construction Investment Joint Stock Company,,,2011-05-12,2135,1800475847,2013-05-02,
CTT,STOCK,HNX,VN000000CTT0,listed,Công ty Cổ phần chế tạo máy - VINACOMIN,Vinacomin - Machinery Joint Stock Company,C.tạo máy VINACOMIN,Vinacomin-Machinery,2015-07-17,4027,5700495999,,
NPM123021,BOND,HNX,VNNPM1230218,listed,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,,,,2023-10-31,6126,,,
LDP,STOCK,HNX,VN000000LDP3,listed,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Lamdong Pharmaceutical Joint Stock Company,Dược Lâm Đồng,Lam Dong Pharma,2010-07-20,2844,5800000047,,
TPP,STOCK,HNX,VN000000TPP0,listed,Công Ty Cổ Phần Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,CTCP Tân Phú Việt Nam,Tan Phu VN Plastic,2008-09-26,2380,0303640880,,
HTB,STOCK,HNX,,delisted,Công ty Cổ phần Xây dựng Huy Thắng ,Huy Thang Construction Joint Stock Company,,,2010-10-19,3032,,2014-07-07,
DVM,STOCK,HNX,VN000000DVM9,listed,Công ty Cổ phần dược liệu Việt Nam,Vietnam Medicinal Materials Joint Stock Company,Dược liệu Việt Nam,Vietnam Medicinal Materials,2022-07-19,14360,0105196582,,HNX30
KTS,STOCK,HNX,VN000000KTS5,listed,Công ty Cổ phần Đường Kon Tum ,KonTum Sugar Joint Stock Company,CTCP Đường Kon Tum,Kon Tum Sugar,2010-12-31,3082,6100228104,,
SHN,STOCK,HNX,VN000000SHN4,listed,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Hanoi Investment General Corporation,ĐT Tổng hợp Hà Nội,Hanoi Investment General,2009-12-16,2618,0102287094,,
PGT,STOCK,HNX,VN000000PGT9,listed,Công ty cổ phần PGT Holdings,PGT Holdings Joint Stock Company,PGT Holdings,PGT Holdings,2009-12-25,2632,0303527483,,
HST,STOCK,HNX,VN000000HST1,delisted,Công ty Cổ phần Phát hành sách và Thiết bị trường học Hưng Yên,Hung Yen Book and Education Equipment Join Stock Company,Sách Hưng Yên,,2009-12-29,2647,0900106390,2020-02-07,
PRC,STOCK,HNX,VN000000PRC2,listed,Công ty Cổ phần Portserco,Portserco Joint Stock Company,CTCP Portserco,Portserco,2010-11-29,2835,0400438101,,
TMB,STOCK,HNX,VN000000TMB7,listed,Công ty Cổ phần Kinh doanh Than miền Bắc - Vinacomin,Vinacomin - North Coal Trading Joint Stock Company,Than miền Bắc,Vinacomin Northern Coal,2017-01-16,2868,0100100689,,HNX30
TFC,STOCK,HNX,VN000000TFC9,listed,Công ty cổ phần Trang,TRANG CORPORATION,CTCP Trang,Trang Corp,2015-12-03,2920,0303366525,,
STP,STOCK,HNX,VN000000STP4,listed,Công ty Cổ phần công nghiệp thương mại Sông Đà,Song Da Industry Trade joint stock company,CN T.mại Sông Đà,Song Da Industry and Trade,2006-10-09,919,0500436570,,
DHL,STOCK,HNX,,delisted,Công ty Cổ phần Cơ khí Vận tải Thương mại Đại Hưng ,,,,2012-06-06,3483,0200426067,2013-09-20,
VBA121033,BOND,HNX,VNVBA1210333,listed,Ngân hàng Nông nghiệp và Phát triển nông thôn ,VIETNAM BANK FOR AGRICULTURE AND DEVELOPMENT,,,2022-07-14,2144,5400104411-007,,
VBA122001,BOND,HNX,VNVBA1220019,listed,Ngân hàng Nông nghiệp và Phát triển nông thôn ,VIETNAM BANK FOR AGRICULTURE AND DEVELOPMENT,,,2023-05-16,2144,5400104411-007,,
DS3,STOCK,HNX,VN000000DS33,listed,Công ty Cổ phần Quản lý Đường sông số 3,Inland Waterway Management Joint Stock Company N0 3,Đường sông số 3,RIMACO No.3,2017-08-21,5470,5700102567,,
SED,STOCK,HNX,VN000000SED2,listed,Công ty Cổ phần Đầu tư và Phát triển giáo dục Phương Nam ,Phuong Nam Education Investment And Development Joint Stock Company,Giáo dục Phg Nam,Phuong Nam education,2009-08-19,2509,0304952106,,
BHB12103,BOND,HNX,VN0BHB121030,listed,Công ty Cổ phần Năng lượng Bắc Hà,,Nang luong Bac Ha,,2023-10-27,5987,5300239937,,
VCH,STOCK,HNX,,delisted,Công ty Cổ phần Đầu tư xây dựng và Phát triển hạ tầng Vinaconex,Vinaconex Infrastructure Development And Investment Joint Stock Company,,Vinaconex 34,2010-07-21,2849,0101073692,2013-05-20,
MML121021,BOND,HNX,VNMML1210211,listed,Công ty Cổ phần Masan MEATLife,Masan MeatLife Corporation,Masan MEATLife,Masan MEATLife,2021-11-12,10269,0311224517,,
BAM,STOCK,HNX,VN000000BAM7,delisted,Công ty Cổ phần khoáng sản và luyện kim Bắc Á ,Bac A Mineral and Metallurgy Joint Stock Company,Khoáng sản Bắc Á,,2014-11-04,4151,4700149122,2016-11-09,
TNG,STOCK,HNX,VN000000TNG4,listed,Công ty Cổ phần Đầu tư và Thương mại TNG,TNG Investment And Trading Joint Stock Company,Đầu tư và Thương mại TNG,TNG JSC,2007-11-22,2098,4600305723,,HNX30
MBG,STOCK,HNX,VN000000MBG4,listed,Công ty Cổ phần Tập đoàn MBG,MBG Group Joint Stock Company,ĐTPT XD T.mại VN,MBG Group,2015-11-26,4466,0102382580,,
HHL,STOCK,HNX,,delisted,Công ty Cổ phần Hồng Hà Long An,Hong Ha Long An Joint Stock Company,,,2010-01-08,2666,1100682291,2014-05-07,
CVN,STOCK,HNX,VN000000CVN9,listed,CÔNG TY CỔ PHẦN VINAM,VINAM JOINT STOCK COMPANY,CTCP VINAM,Vinam Group,2010-08-06,2899,0102174005,,
POT,STOCK,HNX,VN000000POT3,listed,Công ty Cổ phần Thiết bị Bưu Điện,Post and telecommunication equipment Joint Stock Company,Thiết bị Bưu Điện,Post & Telecom Equipments,2006-12-20,1266,0108094388,,
THB,STOCK,HNX,VN000000THB7,listed,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Thanh Hoa Beer Joint Stock Company,Bia Thanh Hóa,Ha Noi - Thanh Hoa Beer,2008-11-19,2390,2800791192,,
MKV,STOCK,HNX,VN000000MKV4,listed,Công ty Cổ phần Dược thú y Cai Lậy ,CaiLay Veterinary Pharmaceutical Joint Stock Company,Dược thú y Cai Lậy,Cai Lay Veterinary Pharma,2008-11-21,2401,1200505472,,
PPP,STOCK,HNX,VN000000PPP8,listed,Công ty Cổ phần Dược phẩm Phong Phú,Phong Phu Pharmaceutial Joint Stock Company,Dược Phong Phú,PP.Pharco,2011-07-18,2476,0301427564,,
IDJ,STOCK,HNX,VN000000IDJ2,listed,Công ty cổ phần Đầu tư IDJ Việt Nam,IDJ VIETNAM INVESTMENT JOINT STOCK COMPANY,Đầu tư IDJ Việt Nam,IDJ Investment,2010-09-13,2518,0102186593,,
HGM,STOCK,HNX,VN000000HGM1,listed,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang ,Ha Giang Mineral and Mechanics Joint Stock Company,K.sản Hà Giang,Ha Giang Mineral,2009-12-21,2623,5100101762,,
AMV,STOCK,HNX,VN000000AMV5,listed,Công ty Cổ phần Sản xuất kinh doanh dược và Trang thiết bị y tế Việt Mỹ,American Vietnamese Biotech Incorporation,T.bị y tế Việt Mỹ,American Vietnamese Biotech,2009-12-30,2644,3800237998,,
INN,STOCK,HNX,VN000000INN3,listed,Công ty Cổ phần Bao bì và In nông nghiệp ,Agriculure Printing And Packaging Joint Stock Company,Bao bì In N.nghiệp,App Print.Co,2010-01-22,2675,0101508664,,
INC,STOCK,HNX,VN000000INC6,listed,Công ty Cổ phần Tư vấn Đầu tư IDICO,IDICO Investment Consultancy Joint Stock Company,Tư vấn Đ.tư IDICO,IDICO,2011-07-14,3211,0304843611,,
IVS,STOCK,HNX,VN000000IVS5,listed,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Guotai Junan Securities (Vietnam) Corp.,Chứng khoán Guotai Juan,Goutai Junan Securities,2011-08-01,3219,0102355379,,
ITQ,STOCK,HNX,VN000000ITQ3,listed,Công ty Cổ phần Tập đoàn Thiên Quang,Thien Quang Group Joint Stock Company,TĐ Thiên Quang,Thien Quang Group,2012-10-01,3226,0900233261,,
SLS,STOCK,HNX,VN000000SLS5,listed,Công ty Cổ phần Mía đường Sơn La ,Son La Sugar Joint Stock Company,Mía đường Sơn La,Son La Sugar,2012-10-16,3570,5500155321,,HNX30
GB10F2503,DERIVATIVE,HNX,VNGB10F25038,listed,Hợp đồng tương lai TPCP kỳ hạn 10 năm  tháng 03/2025,,,,2024-06-26,1289,,2025-03-25,
GB10F2412,DERIVATIVE,HNX,VNGB10F24122,listed,Hợp đồng tương lai TPCP kỳ hạn 10 năm  tháng 12/2024,,,,2024-03-26,1276,,2024-12-25,
KSF,STOCK,HNX,VN000000KSF4,listed,Công ty cổ phần Tập đoàn REAL TECH,REAL TECH GROUP JOINT STOCK COMPANY,"REAL TECH GROUP., JSC",KSFinance Group,2021-10-06,14043,0106771556,,
NHC,STOCK,HNX,VN000000NHC8,listed,Công ty Cổ phần gạch ngói Nhị Hiệp ,Nhi Hiep Brick-Tile Joint Stock Company,Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile,2009-06-17,51,3700358798,,
SMC12102,BOND,HNX,VN0SMC121025,listed,Công ty Cổ phần đầu tư thương mại SMC ,SMC  Trading- Investment Joint Stock Company,Đ.tư T.mại SMC,SMC,2023-09-21,307,0303522206,,
PIC,STOCK,HNX,VN000000PIC1,listed,Công ty Cổ phần Đầu tư Điện lực 3,PC3-Investment Joint Stock Company,Đầu tư Điện lực 3,PC3-Invest,2017-01-09,4029,0400599162,,
GB10F2212,DERIVATIVE,HNX,VNGB10F22126,delisted,Hợp đồng tương lai TPCP kỳ hạn 10 năm tháng 12/2022,,,,2022-03-28,669,,2022-12-23,
VN30F2201,DERIVATIVE,HNX,VNVN30F22011,delisted,Hợp đồng tương lai chỉ số VN30 tháng 01/2022,,,,2021-11-19,583,,2022-01-20,
MCC,STOCK,HNX,VN000000MCC1,listed,Công ty Cổ phần Gạch Ngói Cao Cấp,High – Grade Brick - Tile Corporation,Gạch ngói cao cấp,High - Grade Brick - Tile,2010-04-26,69,3700762464,,
