code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
,STOCK,OTC,,OTC,Công ty TNHH Hải Sơn,,,,,11809,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thương mại và Đầu tư Đức Giang,,,,,8796,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Xây lắp miền Nam,,,,,10001,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thương mại và dịch vụ sửa chữa Ô tô Petrolimex,,,,,8802,,,
,STOCK,OTC,,OTC,CTCP Năng lượng An Xuân,,,,,10026,,,
,STOCK,OTC,,OTC,CTCP Liên vận An Tín,,,,,6331,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khoáng sản Tuyên Quang,Tuyen Quang Minerals JSC,,,,10064,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thương Tín Tàu Cuốc,,,,,8816,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thủy điện Sông Tranh 3,,,,,8843,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thủy sản Kiên Giang (KISIMEX),,,,,8853,,,
,STOCK,OTC,,OTC,Công ty cổ phần Hải Vân Nam,,,,,11894,,,
,STOCK,OTC,,OTC,BCH Công đoàn Công ty Cổ phần Vicem bao bì Bỉm Sơn,,,,,4460,,,
,STOCK,OTC,,OTC,Công ty TNHH cơ điện lạnh và thiết bị công trình,,,,,11911,,,
,STOCK,OTC,,OTC,Công ty Phát triển Nhà đất Quận 9,,,,,11949,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Chế biến kinh doanh Than Khoáng sản Itasco,,,,,4477,,,
,STOCK,OTC,,OTC,CTCP Sài Gòn Pharma,,,,,10419,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xây Dựng Điện Vneco 7,,,,,9056,,,
,STOCK,OTC,,OTC,BCH Công đoàn Cơ sở CTCP Đầu tư và Xây dựng Tiền Giang,,,,,10513,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và Xây dựng Việt Hà,,,,,10524,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Dệt may Gia Định,,,,,12066,,,
,STOCK,OTC,,OTC,"Saibu Gas Co.,Ltd",,,,,10563,,,
,STOCK,OTC,,OTC,Công Ty TNHH MTV Phát Triển Và Kinh Doanh Nhà,,,,,12102,,,
,STOCK,OTC,,OTC,Công Ty TNHH Hoàn Cầu Khánh Hòa,,,,,12104,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Việt Thái Sơn,,,,,4627,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xây lắp và Phát triển nhà HUD3.3,,,,,9110,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ĐTPT Xây dựng Hà Nam,,,,,9147,,,
,STOCK,OTC,,OTC,Cồng ty CP Du lịch Bến Thành Non Nước,,,,,9155,,,
,STOCK,OTC,,OTC,Công ty Hóa chất Đức Giang - Đình Vũ,,,,,9169,,,
VNMOTOR,STOCK,OTC,,OTC,Tổng công ty Công nghiệp Ô tô Việt Nam,,,Vinamotor,,2682,0100104429,,
,STOCK,OTC,,OTC,Stichting Depositary APG Emerging Makets Equity Makets Pool,,,,,4799,,,
,STOCK,OTC,,OTC,Công ty TNHH kiểm toán và tư vấn THT,THT AUDITING AND CONSULTING COMPANY LIMITED,,,,10703,,,
,STOCK,OTC,,OTC,Công ty TNHH Kiểm toán & Thẩm định giá AFA,ECOVIS AFA VIETNAM AUDITING,,,,10716,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Thành Phúc,,,,,9345,,,
,STOCK,OTC,,OTC,CTCP Đầu Tư Phát Triển BĐS Miền Nam,,,,,12395,,,
,STOCK,OTC,,OTC,Công ty TNHH Điện mặt trời VNECO - Hòa Thắng,,,,,9406,,,
,STOCK,OTC,,OTC,Công ty cổ phần Tập đoàn Lê Khánh,,,,,10840,,,
,STOCK,OTC,,OTC,Công ty TNHH General Motors Việt Nam,,,,,9437,,,
,STOCK,OTC,,OTC,Công ty TNHH Xuất nhập khẩu Văn Minh,,,,,12496,,,
,STOCK,OTC,,OTC,Văn phòng Thành ủy TP.HCM,,,,,10861,,,
,STOCK,OTC,,OTC,Công ty TNHH Global Toserco,,,,,9453,,,
,STOCK,OTC,,OTC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán và Kiểm toán phía Nam,Southern Auditing and Accounting Financial Consulting Services Company Limited (AASCS),Công ty DV Tư vấn Tài chính Kế toán và Kiểm toán phía Nam,,,5011,,,
,STOCK,OTC,,OTC,CTCP Hoàng Gia Đất Vàng,,,,,12574,,,
,STOCK,OTC,,OTC,"UBND Huyện Sa Thầy, tỉnh Kon Tum",,,,,12608,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư CT và Thương mại Hoàng Phát,,,,,5157,,,
,STOCK,OTC,,OTC,CTCP Bất động sản Mãi Thành,,,,,12626,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Hướng Dương Sunny,,,,,5165,,,
,STOCK,OTC,,OTC,CTCP Đầu tư xây dựng - thương mại Cơ Hội Mới,,,,,12726,,,
,STOCK,OTC,,OTC,CTCP Tập đoàn Gami,,,,,10974,,,
,STOCK,OTC,,OTC,CTCP dịch vụ du lịch ONSEN FUJI,,,,,12760,,,
,STOCK,OTC,,OTC,Công ty TNHH Phát triển Đổng Đức,,,,,11005,,,
,STOCK,OTC,,OTC,CTCP Xi măng Tuyên Quang,,,,,5211,,,
,STOCK,OTC,,OTC,Bảo An Group,,,,,12776,,,
,STOCK,OTC,,OTC,Công ty TNHH 276 Ngọc Long,,,,,11526,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư bất động sản Hưng Lộc Phát,,,,,11530,,,
,STOCK,OTC,,OTC,Công Ty Cổ phần Phát triển Bất động sản Refico,,,,,11543,,,
,STOCK,OTC,,OTC,Công ty TNHH Dịch Vụ Đầu Tư Môi Giới BĐS Thủ Đức,,,,,12940,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Bidiphar Công nghệ cao,,,,,9608,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Cầu đường Cơ khí An Giang,,,,,9620,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Chế Biến Cát Bình Thuận,,,,,9622,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Đại lý tàu biển và Logistics Vosco,,,,,9662,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản E Xim,,,,,11625,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Địa ốc Sài Gòn,,,,,9690,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hưng Doanh Việt,,,,,5465,,,
TMXDCO,STOCK,OTC,,OTC,Tổng công ty Cổ phần Thương mại và Xây dựng,,,WTO,,1237,,,
,STOCK,OTC,,OTC,CTCP Thương mại và Phát triển Đô thị Quốc tế - IUDT,,,,,13053,,,
,STOCK,OTC,,OTC,Tecco Bình Dương,,,,,13063,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV POSTEF Ba ĐÌnh,,,,,9805,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản- Ngân hàng Techcombank,,,,,9811,,,
,STOCK,OTC,,OTC,Công ty TNHH Thiên Hương,,,,,11751,,,
,STOCK,OTC,,OTC,Công ty cổ phần Sông Đà - Hoàng Long,,,,,11753,,,
,STOCK,OTC,,OTC,CTCP In Tài chính,,,,,5523,,,
,STOCK,OTC,,OTC,Công ty cổ phần Phát triển Hạ tầng Sài Gòn - Indesco,,,,,11810,,,
,STOCK,OTC,,OTC,Công ty cổ phần Sun Wah Properties,,,,,11832,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư và Xây dựng Kim Cúc và Công ty TNHH NKB ARCHI Pháp – Việt Nam,,,,,13106,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Phát Hưng,,,,,13126,,,
,STOCK,OTC,,OTC,Công ty TNHH Hoàng Hùng,,,,,13139,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Trung tâm Logistics Xanh,,,,,9892,,,
,STOCK,OTC,,OTC,Công ty TNHH Thủy điện Hạ Sê San,,,,,13188,,,
,STOCK,OTC,,OTC,Tổng Công ty Tài nguyên và Môi trường Việt Nam,,,,,5584,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xăng dầu An Giang,,,,,9938,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV XÂY DỰNG VÀ PHÁT TRIỂN ĐÔ THỊ SÔNG CẦU,,,,,9956,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đất Xanh Đông Á,,,,,11901,,,
,STOCK,OTC,,OTC,Công ty CP đầu tư nghỉ dưỡng Việt Nam,,,,,13205,,,
HTVG,STOCK,OTC,,OTC,Công ty Cổ phần Hợp Thịnh Viglacera,Viglacera Hop Thinh Joint Stock Company,,,,1487,2500224139,,
,STOCK,OTC,,OTC,Công ty Liên doanh Tháp Ngân hàng Đầu tư và Phát triển Việt Nam,,,,,11923,,,
,STOCK,OTC,,OTC,Công ty TNHH Một Thành Viên Xây Dựng Bình Minh,,,,,11931,,,
,STOCK,OTC,,OTC,Công ty CP Đầu tư và Dịch vụ Thuận Phát,,,,,13220,,,
,STOCK,OTC,,OTC,Công ty TNHH Nguyên liệu giấy Quy Nhơn,,,,,9994,,,
,STOCK,OTC,,OTC,JNL/Eaton Vance Global Macro Absolute Return Advantage Fund,,,,,10074,,,
,STOCK,OTC,,OTC,Công Ty TNHH Tập Đoàn Tân Hoàng Minh,,,,,11991,,,
,STOCK,OTC,,OTC,Tập đoàn Empire,,,,,12009,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV BĐS An Thắng,,,,,13278,,,
,STOCK,OTC,,OTC,Công ty Bất Động Sản và Xây Dựng Điền Thuận,,,,,12399,,,
,STOCK,OTC,,OTC,CTCP ĐẦU TƯ BẤT ĐỘNG SẢN DANH KHÔI SÀI GÒN,,,,,10996,,,
,STOCK,OTC,,OTC,Công ty CP Nhà Hà Nội,,,,,13290,,,
,STOCK,OTC,,OTC,CTCP TM - DV BĐS nghỉ dưỡng Ý Ngọc Bình Thuận,,,,,12413,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản Tiến Phước,,,,,11517,,,
,STOCK,OTC,,OTC,PGT Group,,,,,13316,,,
TKV,STOCK,OTC,,OTC,Công ty Cổ phần Chế tạo máy - TKV,,,Tanky Real Estate,,2189,,,
,STOCK,OTC,,OTC,Công ty cổ phần công nghệ Ting Việt Nam,,,,,13331,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản Trần Thái,,,,,11545,,,
,STOCK,OTC,,OTC,DIC – Long Huong,,,,,1637,,,
,STOCK,OTC,,OTC,Công ty TNHH Dịch vụ Hàng Không ASG,,,,,13366,,,
,STOCK,OTC,,OTC,Công ty Cổ phầnThương mại Dịch vụ - Xây dựng Kinh doanh Nhà Vạn Thái,,,,,11635,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Dịch vụ công ích Thanh niên Xung Phong,,,,,11639,,,
,STOCK,OTC,,OTC,VIGECO Lam Dong,,,,,1972,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư - Xây dựng - Thương mại Địa ốc Quang Thái,,,,,11645,,,
CAOPHONG,STOCK,OTC,,OTC,Công ty TNHH Cao Phong,,,,,10230,,,
,STOCK,OTC,,OTC,"KAMN INVESTMENT HOLDINGS, TNC",,,,,2276,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Bất động sản Cửu Long,,,,,11670,,,
MEDIAMART,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN MEDIAMART VIỆT NAM,,,,,10266,,,
,STOCK,OTC,,OTC,Công ty TNHH Hoa viên Bình An,,,,,13449,,,
,STOCK,OTC,,OTC,CTCP xử lý nền và xây dựng FECON (FECON S&C),,,,,13478,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Asia Land,,,,,11704,,,
,STOCK,OTC,,OTC,Tập đoàn Swan City,,,,,13504,,,
,STOCK,OTC,,OTC,RichLuck International Limited,,,,,2600,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tư Vấn và Đầu Tư Bất Động Sản An Khang,,,,,13507,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Xây dựng Cường Thịnh,,,,,11741,,,
,STOCK,OTC,,OTC,Công ty TNHH Xây Dựng Nam Hải,,,,,11754,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thuận Phú,,,,,2648,,,
,STOCK,OTC,,OTC,Công ty cổ phần xây dựng và phát triển nhà và thương mại,,,,,11760,,,
,STOCK,OTC,,OTC,Vietnam Property Fund Limited,,,,,2677,,,
,STOCK,OTC,,OTC,Công ty TNHH Tư vấn Đầu tư Quang Huy,,,,,2811,,,
,STOCK,OTC,,OTC,Công ty Cổ phần FECON Nghi Sơn,,,,,6518,,,
,STOCK,OTC,,OTC,Công ty TNHH Lưu Công Hiệu,,,,,13620,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Vật liệu xây dựng Xanh HAMACO,,,,,13639,,,
,STOCK,OTC,,OTC,"Old Square Capital Master Fund, L.P",,,,,3142,,,
,STOCK,OTC,,OTC,Công ty TNHH Lợi Đạt,,,,,13671,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Xây dựng và Phát triển Tân Việt,,,,,3188,,,
,STOCK,OTC,,OTC,"AmFraser Securities Pte, Ltd",,,,,3195,,,
IRSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Quốc tế Hoàng Gia ,,,,,2370,0102311942,,
BNC,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,,,,,4851,0400585547,,
MEY,STOCK,OTC,,OTC,Công ty cổ phần Tập đoàn Meey Land,,,Meey Land Group,,14366,0108867454,,
NONGTHON,STOCK,OTC,,OTC,Công ty xây dựng Nông nghiệp và phát triển Nông thôn,,,,,2425,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV In Phương Nam (PNP),,,,,6674,,,
,STOCK,OTC,,OTC,DSCAP-SSIAM Vietnam Growth Investment Fund LLC,,,,,3376,,,
,STOCK,OTC,,OTC,CTCP quản nông xanh,,,,,13797,,,
TTGROUP,STOCK,OTC,,OTC,Công ty cổ phần Tập đoàn T&T,,,,,2490,0100233223,,
,STOCK,OTC,,OTC,Công ty TNHH môi trường Ngôi sao xanh,,,,,13812,,,
,STOCK,OTC,,OTC,Công ty Bảo hiểm BIDV Miền Tây,,,,,6744,,,
,STOCK,OTC,,OTC,PVD invest,,,,,13907,,,
,STOCK,OTC,,OTC,Công ty Cổ phần 353,,,,,6769,,,
,STOCK,OTC,,OTC,Công ty Cổ phần 422,,,,,6778,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xuất nhập khẩu Công Nghệ Xanh,,,,,13936,,,
,STOCK,OTC,,OTC,Công ty Cổ phần An Đại Việt,,,,,6783,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV SCI E&C Miền Nam,,,,,13956,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bánh Givral,,,,,6796,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản Cantcimex,,,,,6810,,,
,STOCK,OTC,,OTC,Tổng Công ty Điện lực Miền Nam,,,,,3462,,,
,STOCK,OTC,,OTC,Công ty cổ phần dầu khí quốc tế Việt Mỹ,,,,,14046,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Sản xuất Thương mại Nhựa Bình Dương,,,,,14070,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bình Điền Lâm Đồng,,,,,6882,,,
,STOCK,OTC,,OTC,Pemberton Asian Opportunities Fund,,,,,3494,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Công nghệ Sơn Hà Xanh,,,,,14115,,,
,STOCK,OTC,,OTC,Công ty TNHH Sông Thuận,,,,,3672,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư phát triển điện Sê San 3A,,,,,6990,,,
,STOCK,OTC,,OTC,Công ty TNHH An Quý Hưng,,,,,3718,,,
,STOCK,OTC,,OTC,Công đoàn cơ sở Công ty Cổ phần Dược phẩm Trung Ương Vidipha,,,,,14211,,,
,STOCK,OTC,,OTC,CTCP Bảo hiểm Phú Hưng,,,,,3785,,,
,STOCK,OTC,,OTC,Công ty TNHH Thảo Viên,,,,,14348,,,
,STOCK,OTC,,OTC,Công ty Cổ phần địa ốc dầu khí Viễn Thông,,,,,7178,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phúc Thịnh,,,,,14408,,,
ACJSC,STOCK,OTC,,OTC,Công ty Công trình Hàng không (ACC),Aviation construction joint stock company,,,,1091,0100107797,,
,STOCK,OTC,,OTC,Legendary Venture Fund 1,,,,,14431,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xây dựng Lũng Lô II,,,,,4001,,,
,STOCK,OTC,,OTC,Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam,,,,,4014,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ hàng hải Hải Âu,,,,,7202,,,
GSG,STOCK,OTC,,OTC,Công ty Cổ phần Giầy Sài Gòn,,,,,1141,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ hỗ trợ và phát triển đầu tư,,,,,7207,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Xây dựng Giải trí Đại Dương Vũng Tàu,,,,,14472,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thăng Long Fundings,,,,,14478,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Logistics Vĩnh Lộc,,,,,14514,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ANZA,,,,,14533,,,
,STOCK,OTC,,OTC,Công ty cổ phần đầu tư vinaconex Quảng Ninh ,,,,,14582,,,
,STOCK,OTC,,OTC,CTCP Đầu Tư Giáo dục Lê Thanh,,,,,14583,,,
TTHP,STOCK,OTC,,OTC,Công ty Cổ phần Thủy tinh Hưng Phú,,,,,1089,,,
,STOCK,OTC,,OTC,CTCP Truyền thông và Dữ liệu thanh toán An Du,,,,,14618,,,
VEG,STOCK,OTC,,OTC,"Tổng công ty Rau quả, Nông sản - TNHH MTV",,,,,2889,0101385740,,
,STOCK,OTC,,OTC,Công ty cổ phần Everland Đông Sơn,,,,,14706,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Công trình Đô thị Thủ Thừa,,,,,14726,,,
BINHTAYLIC,STOCK,OTC,,OTC,Công ty Rượu Bình Tây ,BINH TAY DISTILLERY,,,,1102,0302262756,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Bê Tông DUFAGO,,,,,14782,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Thùy Vân,,,,,7307,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dụng cụ số 1,,,,,7315,,,
TMDTKDCPL,STOCK,OTC,,OTC,Công ty Cổ phần Thương mại Đầu tư Kinh doanh chợ Phủ Lý,,,,,1137,,,
,STOCK,OTC,,OTC,CTCP Cen Vĩnh Phúc ,,,,,14828,,,
,STOCK,OTC,,OTC,CTCP Cen Hồ Chí Minh,,,,,14831,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hoa Sen Thái Bình Dương,,,,,7418,,,
,STOCK,OTC,,OTC,Công ty TNHH Một thành viên Tổng công ty 28,,,,,4353,,,
,STOCK,OTC,,OTC,CTCP phát triển nguồn nhân lực chân trời mới Hà Nội,,,,,14873,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Interserco số 19,,,,,7440,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khoan và xây lắp cấp thoát nước (VIWASEEN.11),,,,,7467,,,
,STOCK,OTC,,OTC,Công ty TNHH Nông nghiệp Đức Long Gia Lai,,,,,4372,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Kinh doanh nhà Thừa Thiên Huế,,,,,7501,,,
,STOCK,OTC,,OTC,Công ty TNHH Apollo Power 4,,,,,14921,0109179524,,
,STOCK,OTC,,OTC,CTCP Anova Feed ,,,,,14973,,,
ICBC,STOCK,OTC,,OTC,Ngân hàng Công thương Trung Quốc - Chi nhánh Hà Nội,,,,,10479,,,
VIDPB,STOCK,OTC,,OTC,Ngân hàng TNHH MTV Public Việt Nam,,,,,10481,,,
LAPRO,STOCK,OTC,,OTC,LAPROJOTRADING,,,,,1959,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Taseco Invest,,,,,15041,,,
,STOCK,OTC,,OTC,Công ty Cổ phần May Đông Mỹ Hanosimex,,,,,7593,,,
,STOCK,OTC,,OTC,Công ty Cổ phần NIKKO Việt Nam,,,,,7680,,,
,STOCK,OTC,,OTC,Công ty Cổ phần nước giải khát FLC,,,,,7698,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Ôtô Tây Bắc Sài Gòn,,,,,7726,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phát triển GGS Miền Trung,,,,,7755,,,
,STOCK,OTC,,OTC,Công ty TNHH nhà nước một thành viên Thương mại và xuất nhập khẩu Viettel,,,,,4433,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Philips Carbon Black,,,,,7783,,,
,STOCK,OTC,,OTC,Công ty CP Hàng Hải Hà Nội,,,,,163,,,
,STOCK,OTC,,OTC,GMD - Công ty CP đại lý - Giao nhận - Vận chuyển,,,,,164,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phục vụ mặt đất Hà Nội,,,,,7794,,,
,STOCK,OTC,,OTC,Quỹ đầu tư Khám Phá giá trị Ngân hàng Công thương Việt Nam,,,,,4464,,,
,STOCK,OTC,,OTC,Công ty Chế biến và Kinh doanh Than Hà Nội,,,,,192,,,
,STOCK,OTC,,OTC,Cụm công nghiệp Nhị Xuân,,,,,247,,,
,STOCK,OTC,,OTC,Công ty cổ phần BOT Cầu Phú Mỹ,,,,,261,,,
MDB,STOCK,OTC,,OTC,Ngân hàng Thương mại Cổ phần Phát triển Mê Kông,,,,,3594,1600169112,,
,STOCK,OTC,,OTC,Công ty TNHH Phú Quốc - SASCO,,,,,7852,,,
,STOCK,OTC,,OTC,Công ty Cổ phần - Đại lý Liên Hiệp vận chuyển,,,,,4660,,,
ECCS,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán EuroCapital,,,,,3612,0102636115,,
VISC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Quốc tế Việt Nam,,,VISecurities,,2300,0106665886,,
,STOCK,OTC,,OTC,Công ty bánh kẹo Tràng An,,,,,538,,,
,STOCK,OTC,,OTC,Công ty TNHH Sửa chữa tàu biển Vinalines Đông Đô,,,,,7900,,,
,STOCK,OTC,,OTC,Công Ty TNHH Trường Mạnh Holdings Việt Nam,TRUMAN HOLDINGS,TNHH Trường Mạnh Holdings,,,4905,,,
,STOCK,OTC,,OTC,	Công ty Cổ phần Bến xe Kon Tum,,,,,4916,,,
,STOCK,OTC,,OTC,Xí nghiệp may Bỉm Sơn,,,,,630,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại - Sản xuất Thép Việt,,,,,643,,,
,STOCK,OTC,,OTC,Công ty liên doanh Sao Mai,,,,,646,,,
,STOCK,OTC,,OTC,Đại lý hàng hải Sài Gòn,,,,,685,,,
,STOCK,OTC,,OTC,Công ty TNHH Tây Đô,,,,,7914,,,
,STOCK,OTC,,OTC,Công ty TNHH nhựa và hóa chất TPC Vina,,,,,697,,,
,STOCK,OTC,,OTC,"Thai Petrochemical Industry Public Co., Ltd",,,,,700,,,
,STOCK,OTC,,OTC,"Borouge PTE., LTD",,,,,703,,,
,STOCK,OTC,,OTC,Công ty Xăng Dầu khu vực I,,,,,745,,,
,STOCK,OTC,,OTC,Công ty TNHH Thi công đường bộ FCI (FCI ROAD),,,,,7924,,,
,STOCK,OTC,,OTC,Công ty thiết bị điện thoại (VITECO),,,,,815,,,
,STOCK,OTC,,OTC,Công ty cổ phần dược Đồng Tháp,,,,,851,,,
,STOCK,OTC,,OTC,Tổng Công ty Thành An - Công ty TNHH một thành viên,,,,,899,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại Quả Cầu Vàng,,,,,7947,,,
,STOCK,OTC,,OTC,Công ty liên doanh Lever Việt Nam,,,,,974,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại Vinh Quang,,,,,7959,,,
,STOCK,OTC,,OTC,Công ty TNHH Thủy sản AOKI,,,,,7964,,,
,STOCK,OTC,,OTC,Công ty TNHH Thủy tinh Malaya Việt Nam,,,,,7965,,,
,STOCK,OTC,,OTC,Công ty TNHH Tiếp vận “K” Line – Gemadept,,,,,7970,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thương mại và Đầu tư Việt Khánh,,,,,1337,,,
,STOCK,OTC,,OTC,Công ty TNHH Tư vấn xây dựng ACSC&Fujinami,,,,,8005,,,
,STOCK,OTC,,OTC,Công ty Rau quả nông sản,,,,,1380,,,
,STOCK,OTC,,OTC,Thuốc lá Thăng Long,,,,,1395,,,
,STOCK,OTC,,OTC,Tài chính quốc tế (IFC),,,,,1423,,,
,STOCK,OTC,,OTC,Công ty Cao su 1-5 Tây Ninh,1-5 TAYNINH RUBBER JOINT STOCK COMPANY,,,,1428,,,
,STOCK,OTC,,OTC,Kế toán kiểm toán và tư vấn Sài Minh,,,,,1431,,,
,STOCK,OTC,,OTC,Công ty TNHH Vận tải Hàng công nghệ cao,,,,,8017,,,
,STOCK,OTC,,OTC,Công ty TNHH Viettel E-Commercer,,,,,8039,,,
,STOCK,OTC,,OTC,Công ty TNHH Viettel Overseas,,,,,8040,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Cấp thoát nước Quảng Nam,,,,,5045,,,
,STOCK,OTC,,OTC,Công ty cổ phần Cấp thoát nước Thốt Nốt,,,,,1747,,,
CXC,STOCK,OTC,,OTC,Công ty cổ phần Cầu Xây,,,,,3977,0100774952,,
,STOCK,OTC,,OTC,Công ty cổ phần In tổng hợp Cần Thơ,Can Tho General Printing Joint Stock Company,,,,1836,,,
DOFI,STOCK,OTC,,OTC,Tổng công ty Công nghiệp thực phẩm Đồng Nai,,,,,2430,3600253505,,
,STOCK,OTC,,OTC,Khách sạn À La Carte Đà Nẵng,,,,,8164,,,
,STOCK,OTC,,OTC,PVOIL Thái Bình,,,,,8218,,,
,STOCK,OTC,,OTC,Trung tâm Y tế Cao su,,,,,8273,,,
XLĐ QNINH,STOCK,OTC,,OTC,Công ty Cổ phần Xây lắp điện Quảng Ninh ,,,,,2132,5700392270,,
,STOCK,OTC,,OTC,Ủy ban nhân dân tỉnh Bình Thuận,,,,,5395,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư & Phát triển Kỹ thuật Nagakawa,,,,,8315,,,
,STOCK,OTC,,OTC,Marina Viet Pte.Ltd,,,,,5457,,,
,STOCK,OTC,,OTC,UBND tỉnh Bắc Ninh,,,,,5525,,,
,STOCK,OTC,,OTC,Earls Court Enterprises Limited,,,,,5549,,,
,STOCK,OTC,,OTC,Công ty Cổ phần VTC Truyền thông Trực tuyến,,,,,5671,,,
NSIC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Quốc gia,,,,,2173,0102108468,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Đô thị Dầu khí Cửa Lò,,,,,8519,,,
,STOCK,OTC,,OTC,Trung tâm Phát triển công nghệ CECO,,,,,8272,,,
,STOCK,OTC,,OTC,Trường Trung cấp Nghè nhân lực quốc tế Hà Nội,,,,,8282,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Saigonship Đà Nẵng,,,,,8584,,,
